Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","headed sections with bullet lists (purpose, who needs it, civil surgeon, components, documentation, additional considerations)","N","N","Detailed exam requirements list (medical history review, physical exam, TB/syphilis/gonorrhea testing by age, vaccination assessment list, sealed envelope handling, 2-year validity/60-day filing window) that GPT-4o fully covered.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Page gives a one-line Direct Answer defining Form I-693 and the civil surgeon requirement, plus a generic checklist template. || MISSING: Detailed exam requirements list (medical history review, physical exam, TB/syphilis/gonorrhea testing by age, vaccination assessment list, sealed envelope handling, 2-year validity/60-day filing window) that GPT-4o fully covered. || EDIT: Add a 'Requirements Checklist for the I-693 Exam' H2 section directly beneath the Direct Answer, itemizing each exam component with age thresholds and 2026 USCIS-current vaccination list.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Add a 'Requirements Checklist for the I-693 Exam' H2 section directly beneath the Direct Answer, itemizing each exam component with age thresholds and 2026 USCIS-current vaccination list.","L2→L2 = vs. 2026-07-10 (7d ago)"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Perplexity","2026-07-17","uscis.gov/tools/find-a-civil-surgeon, uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, civilsurgeonfinder.com, and other third-party sites (external, not the intended page)","short bracket-cited paragraph","N","N","Specific requirement bullets (physical exam, medical history review, vaccination record verification, TB/syphilis/gonorrhea screening by age, civil surgeon-only requirement) that Perplexity pulled from uscis.gov and civilsurgeonfinder.com instead of this page.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Page provides only a brief definitional Direct Answer and a generic checklist template; no itemized requirements list. || MISSING: Specific requirement bullets (physical exam, medical history review, vaccination record verification, TB/syphilis/gonorrhea screening by age, civil surgeon-only requirement) that Perplexity pulled from uscis.gov and civilsurgeonfinder.com instead of this page. || EDIT: Insert a bulleted 'I-693 Requirements' list under the Direct Answer summarizing each exam component so it becomes the preferred citation source over external sites.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","uscis.gov/tools/find-a-civil-surgeon, uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, civilsurgeonfinder.com, and other third-party sites (external, not the intended page)","COMPLETENESS","COMPLETENESS","authority required","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Insert a bulleted 'I-693 Requirements' list under the Direct Answer summarizing each exam component so it becomes the preferred citation source over external sites.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated, off-topic paragraph","N","N","A structured 'Exam Requirements' section that could anchor model outputs to the correct topic instead of drifting to unrelated content about family doctors.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Page has a generic Direct Answer and templated checklist without a clear requirements section. || MISSING: A structured 'Exam Requirements' section that could anchor model outputs to the correct topic instead of drifting to unrelated content about family doctors. || EDIT: Insert an H2 'What Are the I-693 Exam Requirements?' section with a bulleted list (physical exam, medical history, vaccination check, disease screening, civil surgeon requirement, sealed envelope, 2-year validity) directly beneath the Direct Answer block.","1","new","none","STRUCTURE","STRUCTURE","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Insert an H2 'What Are the I-693 Exam Requirements?' section with a bulleted list (physical exam, medical history, vaccination check, disease screening, civil surgeon requirement, sealed envelope, 2-year validity) directly beneath the Direct Answer block.","new"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none (generic reference to USCIS website and civil surgeon)","long-form structured with H3 headers, numbered steps, and a conclusion","N","Y","No explanation of IGRA/QuantiFERON testing, positive-result follow-up (chest X-ray, sputum test), latent vs active TB treatment timelines, or how TB results feed into Form I-693.","Y","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Page shows only a generic civil surgeon selection checklist with placeholder framework text and no TB-specific content. || MISSING: No explanation of IGRA/QuantiFERON testing, positive-result follow-up (chest X-ray, sputum test), latent vs active TB treatment timelines, or how TB results feed into Form I-693. || EDIT: Add a 'TB Test Procedure' section directly under the H1 with numbered steps (test administration, negative/positive interpretation, follow-up chest X-ray, treatment options), and a closing note on I-693 documentation and 2-year validity window.","3","L2→L3 ↑ vs. 2026-07-10 (7d ago)","none (generic reference to USCIS website and civil surgeon)","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Add a 'TB Test Procedure' section directly under the H1 with numbered steps (test administration, negative/positive interpretation, follow-up chest X-ray, treatment options), and a closing note on I-693 documentation and 2-year validity window.","L2→L3 ↑ vs. 2026-07-10 (7d ago)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","Perplexity","2026-07-17","https://www.uscis.gov/tools/find-a-civil-surgeon; https://www.civilsurgeonfinder.com/immigration-medical-exam (external, not in valid_urls list — no internal site citation used)","single short paragraph with inline citation markers","N","Y","No content distinguishing TST vs IGRA testing or describing chest X-ray follow-up for positive skin tests.","Y","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Page contains only a generic civil surgeon checklist; no mention of skin test (PPD/Mantoux) vs blood test (IGRA/QuantiFERON) or follow-up requirements. || MISSING: No content distinguishing TST vs IGRA testing or describing chest X-ray follow-up for positive skin tests. || EDIT: Insert a short 'TB Test Types' subsection near the top of the page listing IGRA and TST test types, when each is used, and the chest X-ray follow-up step for positive results.","2","L2→L2 = vs. 2026-07-10 (7d ago)","https://www.uscis.gov/tools/find-a-civil-surgeon; https://www.civilsurgeonfinder.com/immigration-medical-exam (external, not in valid_urls list — no internal site citation used)","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Insert a short 'TB Test Types' subsection near the top of the page listing IGRA and TST test types, when each is used, and the chest X-ray follow-up step for positive results.","L2→L2 = vs. 2026-07-10 (7d ago)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated single paragraph, off-topic","N","N","The LLM response itself never addresses TB testing at all (answers 'can I use my family doctor' instead), and the page has no TB content to correct that drift.","Y","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Page has only generic civil surgeon selection boilerplate with no TB content. || MISSING: The LLM response itself never addresses TB testing at all (answers 'can I use my family doctor' instead), and the page has no TB content to correct that drift. || EDIT: Add a clear, front-loaded 'Direct Answer' block specifically titled for TB testing (skin/blood test types, positive result next steps, treatment, I-693 documentation) so retrieval systems anchor to the correct topic instead of drifting to unrelated civil-surgeon-eligibility content.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Add a clear, front-loaded 'Direct Answer' block specifically titled for TB testing (skin/blood test types, positive result next steps, treatment, I-693 documentation) so retrieval systems anchor to the correct topic instead of drifting to unrelated civil-surgeon-eligibility content.","new"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","USCIS Form I-693 and USCIS Policy Manual Vol 8 Part B (named generically, no clickable URL)","long-form structured with H3 headers, numbered lists, and a references section","N","Y","No breakdown of clerical vs medical errors, no explanation of RFE consequences, and no explicit correction/resubmission workflow with the civil surgeon.","Y","FILEPATH: insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html || CURRENT: Page shows only a generic civil surgeon selection checklist and placeholder framework text with no I-693-error-specific guidance. || MISSING: No breakdown of clerical vs medical errors, no explanation of RFE consequences, and no explicit correction/resubmission workflow with the civil surgeon. || EDIT: Add a 'Types of Mistakes and How to Fix Them' section directly under the H1 with subheads for clerical errors, incomplete sections, and medical/test errors, each paired with the correct remediation step (civil surgeon correction, new exam, RFE response).","3","L2→L3 ↑ vs. 2026-07-10 (7d ago)","USCIS Form I-693 and USCIS Policy Manual Vol 8 Part B (named generically, no clickable URL)","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","Add a 'Types of Mistakes and How to Fix Them' section directly under the H1 with subheads for clerical errors, incomplete sections, and medical/test errors, each paired with the correct remediation step (civil surgeon correction, new exam, RFE response).","L2→L3 ↑ vs. 2026-07-10 (7d ago)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","theindustryguides.com","Perplexity","2026-07-17","https://www.uscis.gov/tools/find-a-civil-surgeon; https://usmedicalexams.com/civil-surgeon/ (external, not in valid_urls list — no internal site citation used)","single short paragraph with inline citation markers","N","Y","No content stating the applicant cannot self-correct the form, and no clarity on when re-examination vs simple correction applies.","Y","FILEPATH: insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html || CURRENT: Page contains only a generic civil surgeon checklist; no mention of the correction/re-signing process or when a new exam is required. || MISSING: No content stating the applicant cannot self-correct the form, and no clarity on when re-examination vs simple correction applies. || EDIT: Insert a short 'How Corrections Work' subsection stating the civil surgeon must correct and re-sign the I-693, and outlining the threshold for scheduling a full new exam versus a simple amendment.","2","L2→L2 = vs. 2026-07-10 (7d ago)","https://www.uscis.gov/tools/find-a-civil-surgeon; https://usmedicalexams.com/civil-surgeon/ (external, not in valid_urls list — no internal site citation used)","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","Insert a short 'How Corrections Work' subsection stating the civil surgeon must correct and re-sign the I-693, and outlining the threshold for scheduling a full new exam versus a simple amendment.","L2→L2 = vs. 2026-07-10 (7d ago)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated single paragraph, off-topic","N","N","The LLM response itself never addresses I-693 mistakes at all (answers 'can I use my family doctor' instead), and the page has no mistake-correction content to correct that drift.","Y","FILEPATH: insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html || CURRENT: Page has only generic civil surgeon selection boilerplate with no I-693-mistake content. || MISSING: The LLM response itself never addresses I-693 mistakes at all (answers 'can I use my family doctor' instead), and the page has no mistake-correction content to correct that drift. || EDIT: Add a clear, front-loaded 'Direct Answer' block specifically titled for I-693 mistakes (error types, RFE risk, civil surgeon correction/re-signing process) so retrieval systems anchor to the correct topic instead of drifting to unrelated civil-surgeon-eligibility content.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-017-what-to-do-if-the-doctor-makes-a-mistake.html","Add a clear, front-loaded 'Direct Answer' block specifically titled for I-693 mistakes (error types, RFE risk, civil surgeon correction/re-signing process) so retrieval systems anchor to the correct topic instead of drifting to unrelated civil-surgeon-eligibility content.","new"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","External only (uscis.gov, cdc.gov) - target page not cited","long-form structured answer with headers, numbered lists, and conclusion","N","N","No breakdown of civil surgeon vs panel physician distinction, no exam components (TB test, blood tests, vaccination list), no purpose/inadmissibility explanation that GPT-4o's answer covers comprehensively.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Page has only a brief 1-2 sentence direct-answer plus boilerplate framework/checklist filler with no real exam detail. || MISSING: No breakdown of civil surgeon vs panel physician distinction, no exam components (TB test, blood tests, vaccination list), no purpose/inadmissibility explanation that GPT-4o's answer covers comprehensively. || EDIT: Insert a new 'What the exam covers' H2 section with subheadings for Purpose, Who Performs It, and Exam Components, using bullet lists, placed directly under the existing Direct Answer block.","2","L2→L2 = vs. 2026-07-10 (7d ago)","External only (uscis.gov, cdc.gov) - target page not cited","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Insert a new 'What the exam covers' H2 section with subheadings for Purpose, Who Performs It, and Exam Components, using bullet lists, placed directly under the existing Direct Answer block.","L2→L2 = vs. 2026-07-10 (7d ago)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Perplexity","2026-07-17","External only (civilsurgeonfinder.com, uscis.gov tools pages) - target page not cited","short 2-sentence bracketed-citation paragraph","N","N","A short, quotable summary sentence covering health screening purpose, admissibility determination, and exam components (physical, mental health, vaccination, disease testing) that Perplexity pulled from third-party sites instead.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Only a generic 1-sentence direct answer about Form I-693 and civil surgeon requirement exists, with no snippet-ready summary of exam components. || MISSING: A short, quotable summary sentence covering health screening purpose, admissibility determination, and exam components (physical, mental health, vaccination, disease testing) that Perplexity pulled from third-party sites instead. || EDIT: Add a bolded 2-sentence summary immediately after the H1 title, before the existing Direct Answer callout, mirroring the concise style Perplexity favors for citation.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","External only (civilsurgeonfinder.com, uscis.gov tools pages) - target page not cited","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Add a bolded 2-sentence summary immediately after the H1 title, before the existing Direct Answer callout, mirroring the concise style Perplexity favors for citation.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","None","truncated, off-topic response (cuts off mid-sentence, answers a different question about family doctors)","N","N","A clean, complete, self-contained definitional paragraph that directly and only answers 'what is the exam and who performs it' without ambiguity, which likely caused Gemini to hallucinate an off-topic response about family doctors.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Direct answer is a single vague sentence mixing Form I-693 filing details with an incomplete definition, surrounded by repetitive boilerplate framework/checklist text. || MISSING: A clean, complete, self-contained definitional paragraph that directly and only answers 'what is the exam and who performs it' without ambiguity, which likely caused Gemini to hallucinate an off-topic response about family doctors. || EDIT: Rewrite the Direct Answer section as a clear 3-4 sentence paragraph defining the exam and naming civil surgeons/panel physicians explicitly, placed as the first content block after the H1.","1","new","None","CLARITY","CLARITY","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Rewrite the Direct Answer section as a clear 3-4 sentence paragraph defining the exam and naming civil surgeons/panel physicians explicitly, placed as the first content block after the H1.","new"
"what specific questions does the civil surgeon ask during the interview","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","External only (USCIS Policy Manual, CDC Technical Instructions) - target page not cited","long-form structured answer with 9 numbered categories and closing guidance","N","N","A breakdown of the specific question categories civil surgeons ask during the exam interview (medical history, vaccination records, communicable disease screening, substance use, mental health, medications) that GPT-4o supplied in full detail.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Page's direct answer only covers logistics of choosing/booking a civil surgeon (verify designation, pricing, documents, sealed packet, corrections) with no content on actual interview questions asked. || MISSING: A breakdown of the specific question categories civil surgeons ask during the exam interview (medical history, vaccination records, communicable disease screening, substance use, mental health, medications) that GPT-4o supplied in full detail. || EDIT: Insert a new H2 'What the civil surgeon will ask you' section with a bulleted list of 6-9 question categories, placed after the existing Direct Answer block and before the Related Search Intents section.","2","L2→L2 = vs. 2026-07-10 (7d ago)","External only (USCIS Policy Manual, CDC Technical Instructions) - target page not cited","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Insert a new H2 'What the civil surgeon will ask you' section with a bulleted list of 6-9 question categories, placed after the existing Direct Answer block and before the Related Search Intents section.","L2→L2 = vs. 2026-07-10 (7d ago)"
"what specific questions does the civil surgeon ask during the interview","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","Perplexity","2026-07-17","External only (civilsurgeonfinder.com, uscis.gov tools pages) - target page not cited","short 2-sentence bracketed-citation paragraph","N","N","A concise citable sentence naming the interview topics (medical history, mental health, substance use, identity verification, vaccination records) that Perplexity instead sourced from civilsurgeonfinder.com and other third-party sites.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Direct answer only discusses pre-booking logistics (verifying the surgeon, pricing, documents) with no mention of the actual interview question topics. || MISSING: A concise citable sentence naming the interview topics (medical history, mental health, substance use, identity verification, vaccination records) that Perplexity instead sourced from civilsurgeonfinder.com and other third-party sites. || EDIT: Add a bolded 2-sentence snippet immediately below the H1 covering the interview question categories, ahead of the existing logistics-focused Direct Answer.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","External only (civilsurgeonfinder.com, uscis.gov tools pages) - target page not cited","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Add a bolded 2-sentence snippet immediately below the H1 covering the interview question categories, ahead of the existing logistics-focused Direct Answer.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"what specific questions does the civil surgeon ask during the interview","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","None","truncated, off-topic response (cuts off mid-sentence, answers a different question about family doctors)","N","N","A clearly labeled, self-contained section titled specifically around interview questions so the model has a direct match to extract from instead of hallucinating unrelated content.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Page's direct answer focuses only on booking logistics (verify surgeon, pricing, documents, sealed packet) and never addresses interview question content, likely contributing to the model producing an unrelated, truncated response. || MISSING: A clearly labeled, self-contained section titled specifically around interview questions so the model has a direct match to extract from instead of hallucinating unrelated content. || EDIT: Add an H2 titled 'Interview questions the civil surgeon asks' with a short direct-answer paragraph listing 4-5 topic categories, placed immediately after the existing Direct Answer block.","1","new","None","CLARITY","CLARITY","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Add an H2 titled 'Interview questions the civil surgeon asks' with a short direct-answer paragraph listing 4-5 topic categories, placed immediately after the existing Direct Answer block.","new"
